5.19,-67.36,5.191,-53.1,5.19,-68.82
5.2,-67.36,5.201,-52.91,5.201,-68.82
5.211,-67.36,5.211,-52.91,5.211,-68.82
5.221,-67.36,5.22,-52.91,5.22,-68.82
5.23,-67.36,5.231,-52.91,5.23,-68.82
5.24,-67.36,5.241,-53.1,5.24,-68.82
5.25,-67.36,5.251,-53.1,5.251,-68.82
5.261,-67.36,5.26,-53.1,5.261,-68.63
5.27,-67.36,5.271,-53.1,5.27,-67.72
5.28,-67.36,5.281,-53.1,5.28,-66.26
5.29,-67.36,5.291,-53.1,5.291,-64.25
5.301,-67.36,5.3,-53.1,5.301,-61.51
5.311,-67.36,5.311,-53.1,5.31,-58.76
5.32,-67.36,5.321,-53.1,5.32,-56.2
5.33,-67.36,5.331,-53.1,5.331,-53.65
5.341,-67.36,5.34,-53.1,5.341,-51.09
5.351,-67.36,5.35,-53.1,5.35,-48.71
5.36,-67.36,5.361,-53.1,5.36,-46.15
5.37,-67.36,5.371,-53.1,5.37,-43.59
5.381,-67.36,5.381,-53.1,5.381,-41.03
5.391,-67.36,5.39,-53.1,5.391,-38.66
5.4,-67.36,5.401,-53.1,5.4,-36.46
5.41,-67.36,,,5.41,-34.27
5.42,-67.36,,,5.421,-32.44
5.431,-67.36,,,5.431,-30.61
5.44,-67.36,,,5.44,-28.97
5.45,-67.36,,,5.45,-27.32
5.46,-67.36,,,5.461,-25.68
5.471,-67.36,,,5.471,-24.4
5.481,-67.36,,,5.48,-23.48
5.49,-67.36,,,5.49,-22.93
5.5,-67.36,,,5.501,-22.39
5.511,-67.36,,,5.511,-22.02
5.521,-67.36,,,5.521,-21.66
5.53,-67.36,,,5.53,-21.29
5.54,-67.36,,,5.54,-21.29
5.55,-67.36,,,5.551,-21.11
5.561,-67.36,,,5.561,-20.92
5.57,-67.36,,,5.57,-20.74
5.58,-67.54,,,5.58,-20.56
5.59,-67.54,,,5.591,-20.56
5.601,-67.36,,,5.601,-20.74
5.61,-67.36,,,5.61,-21.11
5.62,-67.36,,,5.62,-22.75
5.63,-67.36,,,5.631,-24.4
5.641,-67.36,,,5.641,-27.14
5.651,-67.36,,,5.651,-29.88
5.66,-67.36,,,5.66,-32.26
5.67,-67.36,,,5.671,-35.37
5.681,-67.36,,,5.681,-38.66
5.691,-67.36,,,5.691,-41.95
5.7,-67.36,,,5.7,-45.05
5.71,-67.36,,,5.71,-49.44
5.72,-67.36,,,5.721,-53.1
5.731,-67.36,,,5.731,-56.57
5.74,-67.36,,,5.74,-59.49
5.75,-67.36,,,5.75,-62.24
5.76,-67.36,,,5.761,-64.61
5.771,-67.17,,,5.771,-66.99
5.781,-67.17,,,5.78,-68.82
5.79,-67.36,,,5.79,-68.82
5.8,-67.36,,,5.801,-68.82
5.811,-67.36,,,5.811,-68.82
5.821,-67.36,,,5.821,-68.82
5.83,-67.36,,,5.83,-68.82
5.84,-67.36,,,5.841,-68.82
5.851,-67.36,,,5.851,-68.82
5.861,-67.36,,,5.861,-68.27
5.87,-67.36,,,5.87,-66.44
5.88,-67.36,,,5.88,-63.7
5.89,-67.36,,,5.891,-60.96
5.901,-67.36,,,5.901,-58.22
5.91,-67.36,,,5.91,-55.47
5.92,-67.36,,,5.92,-52.91
5.93,-67.36,,,5.931,-50.35
5.941,-67.36,,,5.941,-47.8
5.951,-67.36,,,5.951,-45.05
5.96,-67.36,,,5.96,-42.31
5.97,-67.36,,,5.971,-39.94
5.981,-67.36,,,5.981,-37.74
5.991,-67.36,,,5.991,-35.55
6,-67.36,,,6,-33.17
6.01,-67.36,,,6.01,-31.16
6.021,-67.36,,,6.021,-29.7
6.031,-67.36,,,6.031,-27.87
6.04,-67.36,,,6.04,-26.59
6.05,-67.36,,,6.05,-25.68
6.06,-67.36,,,6.061,-24.4
6.071,-67.36,,,6.071,-23.67
6.081,-67.36,,,6.08,-23.12
6.09,-67.36,,,6.09,-22.57
6.1,-67.36,,,6.101,-22.2
6.111,-67.36,,,6.111,-22.02
6.121,-67.36,,,6.121,-22.02
6.13,-67.36,,,6.13,-21.84
6.14,-67.36,,,6.141,-21.66
6.151,-67.36,,,6.151,-21.47
6.161,-67.36,,,6.161,-21.29
6.17,-67.36,,,6.17,-21.29
6.18,-67.36,,,6.18,-21.29
6.19,-67.36,,,6.191,-21.66
6.201,-67.36,,,6.201,-22.02
6.211,-67.36,,,6.21,-23.3
6.22,-67.36,,,6.22,-25.68
6.23,-67.36,,,6.231,-28.42
6.241,-67.36,,,6.241,-31.89
6.251,-67.36,,,6.251,-35
6.26,-67.36,,,6.26,-38.47
6.27,-67.36,,,6.271,-41.4
6.281,-67.36,,,6.281,-44.32
6.291,-67.36,,,6.291,-47.8
6.3,-67.36,,,6.3,-51.09
6.31,-67.36,,,6.311,-54.38
6.321,-67.36,,,6.321,-57.85
6.331,-67.36,,,6.331,-61.87
6.34,-67.36,,,6.34,-64.43
6.35,-67.36,,,6.35,-66.81
6.36,-67.36,,,6.361,-68.27
6.371,-67.36,,,6.371,-68.09
6.381,-67.36,,,6.38,-68.09
6.39,-67.36,,,6.39,-68.09
6.4,-67.36,,,,
6.411,-67.36,,,,
6.421,-67.36,,,,
6.43,-67.36,,,,
6.44,-67.36,,,,
6.451,-67.36,,,,
6.461,-67.36,,,,
6.47,-67.36,,,,
6.48,-67.36,,,,
6.491,-67.36,,,,
6.501,-67.36,,,,
6.511,-67.36,,,,
6.52,-67.36,,,,
6.53,-67.36,,,,
6.541,-67.36,,,,
6.551,-67.36,,,,
6.56,-67.36,,,,
6.57,-67.36,,,,
6.581,-67.36,,,,
6.591,-67.36,,,,
6.6,-67.36,,,,
6.61,-67.36,,,,
6.621,-67.36,,,,
6.631,-67.36,,,,
6.641,-67.36,,,,
6.65,-67.36,,,,
6.661,-67.36,,,,
6.671,-67.36,,,,
6.681,-67.36,,,,
6.69,-67.36,,,,
6.7,-67.36,,,,
6.711,-67.36,,,,
6.721,-67.36,,,,
6.73,-67.54,,,,
6.74,-67.54,,,,
6.751,-67.36,,,,
6.761,-67.36,,,,
6.77,-67.36,,,,
6.78,-67.36,,,,
6.791,-67.36,,,,
6.801,-67.36,,,,
6.811,-67.36,,,,
6.82,-67.36,,,,
6.83,-67.36,,,,
6.841,-67.36,,,,
6.851,-67.36,,,,
6.86,-67.36,,,,
6.87,-67.36,,,,
6.881,-67.36,,,,
6.891,-67.36,,,,
6.9,-67.36,,,,
6.91,-67.36,,,,
6.921,-67.36,,,,
6.931,-67.36,,,,
6.941,-67.36,,,,
6.95,-67.36,,,,
6.961,-67.36,,,,
6.971,-67.36,,,,
6.981,-67.36,,,,
6.99,-67.36,,,,
7,-67.36,,,,
7.011,-67.36,,,,
7.021,-67.36,,,,
7.03,-67.36,,,,
7.04,-67.36,,,,
7.051,-67.36,,,,
7.061,-67.36,,,,
7.071,-67.36,,,,
7.08,-67.36,,,,
7.091,-67.36,,,,
7.101,-67.36,,,,
7.111,-67.36,,,,
7.12,-67.36,,,,
7.131,-67.36,,,,
7.141,-67.36,,,,
7.151,-67.36,,,,
7.16,-67.36,,,,
7.17,-67.54,,,,
7.181,-67.54,,,,
7.191,-67.36,,,,
